"","species1","species2","species3","species4","species5","species6","species7","species8","species9","species10","species11","species12","species13","species14","species15","species16","species17","species18","species19","species20","species21","species22","species23","species24","species25","species26","species27","species28","species29","species30","species31","species32","species33","species34","species35","species36","species37","species38","species39","species40","species41","species42","species43","species44","species45","species46","species47","species48","species49","species50","species51","species52","species53","species54","species55","species56","species57","species58","species59","species60","species61","species62","species63","species64","species65","species66","species67","species68","species69","species70","species71","species72","species73","species74","species75","species76","species77","species78","species79","species80","species81","species82","species83","species84","species85","species86","species87","species88","species89","species90"
"sub22",133.005319890353,133.9385426513,136.61018408684,134.497665376867,135.956420929457,135.809825267685,135.619816067482,136.458068674387,135.104693708891,134.263851483273,134.390485127182,135.226262950891,134.064246186563,135.274579083665,132.984690731818,135.923951799674,137.858875313492,134.559797256957,134.886236328281,135.131893716707,135.73604432076,134.725895617212,133.637136412692,134.763144678203,135.903573006148,135.63474611797,135.502018896872,136.398707083723,133.418042214717,135.115051216088,136.648581497402,137.504978927089,139.456058957301,138.821378857649,138.711243036615,139.248041258439,137.839561914551,136.428098275527,137.25088789896,138.736416239885,138.518666563148,137.218909452337,135.735977225918,138.432167390797,137.629142987089,137.475661476167,136.619523076381,137.521171967169,136.785010692409,138.224578499383,137.446517987231,137.590017804421,138.635685346821,137.72426733284,138.11376713155,137.384714302618,138.043221936672,139.109782303058,137.896561199077,138.393422693329,134.051709953469,135.655386730559,135.135952477214,134.956245990468,133.650216899027,135.047171806302,135.711669819572,133.952127851631,135.056475882748,135.278376538519,134.352612749074,134.452847900369,135.632667860316,134.411143697504,136.573921247148,133.161621387758,134.429923363199,134.605158709089,134.93474798693,134.655416803569,135.723408750654,134.346913077941,136.763014779791,134.08252718228,136.126073818097,134.249747787519,134.058317712925,135.928260804919,135.843256231079,134.989513650121
"sub23",136.208749708486,134.004779885935,136.236285352194,133.561420757226,136.311234936845,136.279112093314,136.328870888623,133.021121023163,135.727894427319,134.841527578137,133.382035069037,134.435938060557,134.82887373533,134.221234866345,133.905927456459,135.726133255938,133.649498746674,134.911232516648,134.147224344275,135.498343387428,135.404674583326,134.902677841075,133.286342680142,134.40913207981,133.662270332828,135.834716171923,135.20421842904,135.066055718547,133.926625208333,135.639861552773,137.674265524559,136.996319470839,139.343163244036,136.600444240565,136.951693895895,137.468495704307,135.977169365137,136.930830571314,138.218145341879,138.323361557599,136.611147480761,138.539706296309,137.381357567234,137.470016389463,135.957687222324,137.893940865823,136.912075060633,135.719954304678,137.183959620312,138.523829727072,137.528182878859,137.518768412044,136.761596694435,137.175640437085,139.826738156725,137.389632297766,135.57162431437,136.530287532418,138.311889245402,138.11270191628,134.505593523595,136.38856078293,134.328288008759,134.706799487498,136.076711163833,137.672576450426,135.06561744034,135.164458370438,136.565544191721,134.934756362599,134.308241492768,134.877591835427,133.191843062789,135.6151503985,134.627300880794,134.720310486606,135.166340773088,134.581480992977,136.146388895266,133.867131008792,135.208309214869,133.78373245133,135.904267572092,133.34288901516,134.322853514116,134.744618733272,134.397161570019,134.358302207635,133.784673272004,135.151171903554
"sub24",134.523393247688,134.121928323796,134.959278282123,133.389039718937,134.136552427074,133.934445864991,136.045505938518,134.480548148366,135.630146538783,134.795910187816,134.345442419532,133.958352220181,133.714716847216,134.608600504102,135.553510364057,135.453514664535,134.873115073732,135.93743966251,134.968317701209,134.318606753227,134.908434075824,135.853722911516,135.907081142164,135.986021774111,134.961880964422,135.641408494021,135.122754468945,133.522516051395,134.298832190857,135.291753457896,136.28223925812,135.520771154413,136.812243088123,137.294119811398,138.218710623096,136.809520730135,136.590625273206,137.879869876915,138.50398529191,136.653230054426,136.604044296279,139.526950265285,137.464782172924,137.896173037273,136.117786719937,137.442617141547,138.343250287651,137.675357793376,136.538959352595,138.015230822802,138.214566616341,137.82699429908,138.635673018587,137.232125358127,136.382792519676,135.215726083532,137.296632142519,136.651206150376,136.775828923434,137.747335546238,135.806401860622,135.03756521002,133.382949396005,134.06704806265,134.586263156732,135.103384408493,135.793852723704,138.097021629422,134.247837452097,135.483990051527,135.684154436177,134.923289516889,136.465407835053,134.690203933696,135.269458258889,135.583369343016,135.821336141246,134.885286588968,135.155113061207,133.91368091069,135.743054461518,134.929602137586,135.274126623262,135.363056857268,134.382945634386,135.866058805363,134.25339117669,134.546544126839,136.441705560782,133.757023543845
"sub25",135.554691808913,133.106341956763,135.295398631528,133.521239534176,134.843995754516,134.839688640134,135.972781516186,134.546817680628,134.186329178365,133.361359861333,134.71123600192,135.348823569724,136.17294467731,134.422610822692,135.52708924199,133.669963508481,135.748325140636,133.94112491883,135.159315045667,135.63935425592,135.001514727385,135.728751361379,135.813089787435,135.015403307384,135.079143624255,134.707242531065,133.936480748461,133.783747655826,135.909587650204,135.094517518312,136.248528252274,137.515236918189,137.196080655653,137.580384619017,137.091559023022,139.30357524618,138.329707330306,138.023766486429,137.426435213179,137.121529260794,135.919926867559,137.975319781652,136.910615917953,138.33160415768,136.203198052117,137.208970485266,137.899752505751,137.906430922151,136.846620284283,139.650381406223,136.786799031392,138.099895054434,136.453099467446,137.801140934228,138.46261497055,136.348313828254,136.788628996196,137.353568954546,136.409318792045,137.481988590549,135.994654164189,133.762261671471,133.654092934278,134.902673939748,134.677214047473,135.564940583143,134.295771616516,134.277763628441,135.421941510781,135.45741826165,136.420553766603,135.162943549456,135.584077874192,134.804001849712,134.016943574589,134.656120925406,135.395497499492,134.799252825723,134.418560427862,133.91431186708,135.937203459734,135.457536491683,133.982893065579,134.392932780378,135.628547833435,134.666527815135,135.218512837433,135.579746727396,134.697326535896,135.359575653114
"sub26",134.652924401513,135.326125681152,135.075618133372,134.19897254542,133.810787099279,134.096849248709,134.8867459303,135.220417585725,134.849600390637,134.822213194209,135.515649814267,134.141450496111,134.878601738462,134.130179106784,135.909608126237,136.680893422167,134.345131840535,135.474688481876,134.525407472616,135.373362056843,135.068888540987,134.882192814773,135.937176094271,133.880065090456,134.875746069961,134.046430034001,136.239321975889,136.826221955742,133.002699778741,134.764765136016,137.797914052799,136.472373351259,136.889494234039,137.068755371439,139.380556208162,137.058374075271,136.603484585881,137.788575017595,137.911954429414,135.823038313278,137.529634462777,137.217136868322,138.454061545275,136.754957830296,139.335193948333,138.865686776077,137.394934795823,138.00866140555,137.550763699311,136.558495874652,138.149949931685,136.673003533557,139.060433288309,137.216233228366,135.729965598716,138.357891605546,137.51684228188,136.693482804246,137.36270839155,136.44866754907,134.033879458887,134.936802060929,134.634029216431,133.287143127157,134.352201010035,134.498656774735,134.488198058255,135.658750910288,135.215014620372,136.130817867442,136.928231099898,135.009157502828,134.522416670509,134.54711767667,135.774796164996,133.628588512637,135.646105198365,135.534504642011,134.335648170627,135.004013108167,134.931547497038,135.426576963413,135.636508003177,135.011846039688,135.63339740639,134.345611251891,135.651664439841,136.156610458876,136.499530610354,135.949453641145
"sub27",134.468645040225,133.952975668646,136.467564747547,134.194031285101,134.630243080792,136.266550596475,136.310825611986,133.908408458401,135.333796647195,135.059958724233,136.316075328016,135.388594931828,134.938363086884,137.593793373299,135.605092418373,136.349733737165,133.297005731392,133.486590835458,134.929873694735,135.075370103583,134.601646655069,134.532341655671,136.575349890041,136.583422504434,134.564582076914,135.418943419172,133.869382424672,134.389422285648,136.359496490092,135.863650258084,137.325977768059,136.797909303644,138.544361243797,136.478665302534,135.751049722562,137.400765820959,137.408520964652,136.83941565697,138.315844345402,136.910677073836,137.230823015838,136.85198902887,137.487494101038,137.040806371241,137.465366932849,136.436319654151,136.73981485465,136.096194401091,137.067561295124,137.962750219775,138.195517202129,136.77984819955,135.55606526002,136.517267979877,137.693767143226,137.599297213016,137.402577732344,136.958274654527,138.138545432512,138.181019072083,133.297182916083,135.06880915034,135.481985789787,135.038698174991,133.795004694907,134.659680311917,137.054617007978,134.945679352103,133.30529664771,133.773479040769,135.597084450237,135.277941829595,134.455961760905,135.225023050465,135.580527659073,135.734718972505,136.808345041129,136.21688191807,134.062108426695,134.941534865941,135.030457525835,135.580536873836,134.740141636874,133.941919878826,134.47401779877,133.41216175056,134.429227550193,136.502717882009,135.292494036062,136.114935681246
"sub28",134.985701398704,135.12650352741,135.110494128791,133.823407757277,133.076372474795,134.395943694753,133.410532698821,134.862140322127,135.608709043827,134.670579548466,135.630698928076,135.678992640802,135.612690262404,134.692216575514,132.702658098482,135.602928292543,136.792581928087,134.151367676386,134.533459317635,135.840232339934,135.014021689574,135.415977649487,134.273319885681,135.844932864715,135.28124220482,134.733714936915,135.310152087094,134.263161554452,135.355529248176,134.511150303358,137.700619652834,136.271596522999,139.284966359314,135.486659553734,137.341934553005,138.239575997824,136.161231919081,137.009316169608,137.332784196417,136.815373127025,137.708792186613,136.939919377947,138.003354342606,138.73434185662,137.425079144304,136.949642166137,136.196976074929,138.146713349381,138.748475109508,137.751799882327,138.484853502308,137.320431905048,137.705508779741,137.857741643712,137.808049774932,136.310709691227,136.711204947476,137.646161516457,137.970218530005,136.291964356094,137.017820353473,133.89917462494,135.952523573744,135.753788055651,134.253720834927,134.773309978749,135.080213664775,133.976817139554,134.854826852091,136.077054091674,134.037273024867,135.296122222585,134.032646138873,134.932616042484,135.389399801374,136.141164093529,135.150989252847,134.826901754239,133.388971044211,133.346710428393,135.938073127465,135.175987653639,134.667528743767,133.453272080599,135.032974392055,135.581118995445,135.342847735177,134.399562926458,133.843664181571,135.543123466692
"sub29",133.801036381052,134.896774988604,133.54126139106,135.596693557268,134.939111700041,135.172245783035,134.96687114532,135.616215220242,135.893932642974,135.030395546468,136.015864634081,136.934600542085,134.981230805918,134.811540676125,136.9617066709,135.716527173169,134.449160947349,134.672609270037,134.208499563271,136.077112239738,133.959551917422,135.63472004908,136.365393740523,134.451320339923,134.724813921962,135.854625064778,135.322853970479,134.047171067419,133.892370424309,136.63295694146,139.348109771088,137.408303530623,137.780961631889,137.03842408218,138.650938380342,135.099385470908,136.038395887958,139.299130288829,139.44771409889,136.922406854547,137.701702263966,138.548123323477,138.688211667283,137.4040976843,138.877526940734,138.609120084341,137.244451919942,137.982937366258,138.660489941608,136.441252938054,138.367556145702,137.306736485769,138.844653038269,137.293899698983,136.584843709834,138.37043523255,138.87986913097,138.413301519585,135.568848867848,136.528461127763,133.676863097859,134.820186698914,133.79211715629,136.551954994784,134.377664262186,133.526954324394,133.403033740754,135.041153797035,134.850275036539,134.252208926338,136.550477040244,134.666018344118,136.580954754378,135.269514102543,136.699574249708,133.899397426207,134.39684633996,133.942067658744,134.30049336942,135.968175646532,135.558164193317,135.281995490363,134.875335630288,135.123573239153,135.248186908534,135.078704652375,135.524885155861,136.196917213763,134.434960822777,136.078990653603
"sub30",135.231611603796,135.090926319984,134.491787573942,133.480100407101,135.566230353847,135.756568619298,135.700367863325,136.096612304087,134.789238499238,134.123584677797,133.688592741645,134.329476238055,136.439732788795,134.113603485972,135.344202789448,134.800402905783,134.814676483074,135.973692652185,135.466475789711,134.831621782371,133.507190629939,136.455027111979,135.075418934594,134.408016730749,134.327638210928,135.033069013281,135.11070230127,135.847040266806,133.104387641543,136.506527846541,137.979442563227,137.864552003506,137.733181722219,140.918220529311,137.644145334278,136.458717037848,138.851112400868,138.400879887187,138.40029024373,136.618928550926,137.209555033004,136.27065987924,139.736968532018,135.696564002522,137.679839043138,138.741414741013,138.565115052998,137.906474574226,136.580524634599,136.714813124554,136.241682030568,137.342480390455,138.22756938841,137.116415102942,137.526636970654,137.567302717481,137.427930079206,138.733194658903,136.386724605091,137.235118424837,133.95278972517,135.536818412951,135.551524186285,134.944880350474,134.179737393066,133.690175955612,135.955503026749,134.951710320173,135.815656865224,135.103971031684,135.591559803083,134.218884792316,135.973097060237,137.101914634339,134.547047283934,136.876051824738,135.778755875588,134.764396734594,133.636587561612,134.113599922406,135.028332110885,134.355725130997,135.496410336844,136.238866864199,134.453320402335,134.607751399674,133.930101028356,133.983817758182,134.677751374973,133.599681920537
"sub31",133.697390062,133.988181458455,135.983545645448,134.806093733568,135.96086163332,134.994364724197,135.518316282972,135.728999289547,135.362322499151,135.772247688842,136.364204212126,135.179631000288,136.541836164826,134.538528047739,134.036084877225,134.986547826131,132.952492561543,134.315951479579,132.886902613446,133.921353701623,135.887757660864,134.874405178736,135.388860715741,134.354632038003,136.624933299487,135.249596437386,133.937047545174,135.35073310231,134.859388947117,133.047010911912,137.93786240626,137.927296450782,139.034461789449,138.709845004953,136.73479978934,136.886965018858,136.154670261169,139.567394609483,137.669070697561,134.345624421834,137.515765984317,137.529944498194,137.835577892605,136.913871318798,138.529893475117,137.391887848365,136.760453764092,136.241273328576,136.439704163372,137.813396996521,137.339398756019,137.612881456443,136.004967621811,136.789241913326,137.491999441868,138.727519723223,139.148472747343,136.609888452351,138.546070590049,138.924102124647,133.735908374982,136.707432581903,135.9838981887,134.392526263866,133.868091772392,134.495275018747,135.325075549084,132.768955152785,134.400441610171,133.290730262272,136.960562033811,134.90209219758,134.625178813208,134.286546818113,135.174237658483,134.274994652014,135.764179572794,135.074175567478,135.466697707628,136.468086664787,134.428168240523,135.756001796271,136.08901756084,136.617601346245,134.041703089751,134.450470865169,134.375856604343,134.88139020886,134.693045152157,135.629699644958
"sub32",133.625911092905,132.912415315065,135.284150179691,135.739673240821,133.830734587788,135.59348879751,134.382838779115,135.662179308072,136.092776566244,135.144918915176,134.765472476069,135.671677582679,134.571589976498,135.172674091716,136.13169736156,135.549607703761,134.843528438515,133.175444080798,134.58247800179,133.408766955963,134.824983907075,135.731045178836,134.931613607489,134.11834498066,134.793789309657,136.230964700929,135.382708387655,134.111737752456,135.877431603311,135.288328404798,138.101978668639,137.78070685513,138.763077230028,138.327462505714,138.849662584941,138.026203724914,138.388718469398,136.493968378412,137.929447513407,137.377864914195,137.79080382355,138.113410686,136.824257158217,138.487640198869,137.621109626593,136.30807999838,137.242632616246,137.559448230504,136.093632006954,136.839355864363,137.518553446054,137.731674985175,137.65638679578,137.179041889235,136.873783059496,136.10523223194,137.677745662634,137.82461472283,137.1729683201,138.16708272393,135.043335343805,135.834777571536,134.618441704969,133.664039624369,134.430968499001,134.52737488992,134.188928377397,134.89621072916,137.344265362278,137.266005963492,136.133344959688,135.004013628486,134.612910550331,135.518058286841,134.784140685374,134.658240667645,135.458551132087,136.184987221623,136.406813598679,135.470225677499,133.803918480813,135.481283949987,136.034575814759,134.847692518199,135.148158474803,136.043537440661,135.909761834273,134.057175854706,132.94970620991,134.540881368089
"sub33",137.231765253765,133.814237161789,135.380142996965,135.239976307795,135.020123766115,137.077699436855,134.272736666118,134.904205915,134.118402507927,135.118954482805,135.83150527086,135.039608366494,135.31394453121,135.591704748638,133.820394182675,136.712472093522,136.115750371076,134.725914484439,136.172531443113,134.015921750783,132.949496348247,133.105911619618,135.950576508682,134.688045130437,137.454415879637,133.595902106951,134.390621678398,133.324797126543,137.024748774029,135.743095228283,137.628981611975,136.257608199635,135.509929361082,137.04087296497,138.14401933233,138.066418267209,137.073077956549,137.178530369641,138.665354039479,138.734602928933,135.616338514881,137.181988871083,136.197830462945,136.34835301202,136.772352941253,136.654510600651,137.211821274392,138.34017827594,137.007730001238,136.35029807312,136.67562934747,137.963796976899,136.66256641235,136.944524686322,137.210668677336,140.318905274924,137.953130034456,137.953620441538,137.229373061725,136.762560589398,135.043626957455,134.639374471854,134.271310237107,135.725178591412,133.628891133545,136.001468685088,134.442918151809,133.999105924069,135.371278542555,133.383612657581,134.554196514801,134.186520100136,134.646192527869,134.585641369506,135.366961070399,135.113385278917,134.049421594349,135.798447423653,134.000484447217,134.416833022677,136.050405434056,134.706249491742,134.286591169542,134.237938003151,134.379584410607,136.901159830245,133.090180492639,134.911256040274,134.787661963442,135.218617789523
"sub34",134.501427312708,134.608360495645,134.894245815563,134.360592891943,136.793470193069,134.03744753468,133.434925091507,133.003393926184,134.700208402306,135.652900754998,134.898264181267,134.651770520281,134.769493252133,135.750329673403,136.283965889135,134.966144822825,135.86709071081,136.090643270466,134.003486455376,134.200003341885,135.712918290309,136.450169245832,134.256908733235,137.13574714923,136.201844206983,134.196654601104,135.11455724466,135.083038591293,132.693620612905,134.410930962281,136.995858734359,136.002203259517,137.818815885389,138.516534710825,136.934808835317,135.50273889011,137.527606357318,135.781262621343,138.190969809559,137.206888784327,137.884207629968,136.745073300168,137.841994710301,136.740537358999,137.854129733788,136.159091157816,135.676316122847,136.720862751466,138.321111010878,137.33437230544,136.289968644705,139.83088364608,136.020983145844,138.93770030983,136.508563949976,137.66537526419,136.844388447266,138.131138109084,139.676816666668,136.304384092443,136.476163795167,134.063200600327,132.435874025951,135.575875889422,136.825535226568,134.461973796458,134.968506466437,136.487514878083,135.146284721545,135.235598884201,135.80137821497,136.451964587918,134.612103563379,134.640524580025,135.728813500956,133.719344962273,135.280616759941,135.220914033475,134.593884185516,136.217386095118,134.225202073651,132.083768997292,133.659392969794,134.505502408511,135.138008335584,135.465072938228,136.138643855438,132.754610750382,136.790283536536,135.790180125992
"sub35",136.714613923051,135.005159129934,135.237637672219,135.093067423965,133.414271339312,136.138601259099,135.387786766748,135.234296867474,135.00313193923,134.475431459454,134.461655922995,135.222842931125,134.488862153694,134.177896422866,135.39880932167,133.649503196715,133.560974322171,135.242012923662,135.423786171218,134.718581446205,134.941849655314,136.658159817228,134.614266892991,135.912423366485,135.485918153316,136.205223057342,134.535163373524,135.780985993319,135.451659987001,134.788326252974,138.384204323604,138.794578408503,137.015411538674,137.437906274147,136.350857960818,135.952188033684,135.922571317061,136.795241722327,137.912048983282,138.061910067867,137.957125467191,136.755848809053,137.457524738967,137.907296275433,135.661082758203,138.409701745823,134.917652305153,137.690409421561,138.093244398861,137.277241021637,137.029272497566,137.574622618952,137.335721056055,139.423515827739,138.392261833348,136.156913098769,137.462303615645,137.280783503016,138.2404037895,137.34885304492,134.816670511251,133.605794257742,135.787816593206,134.093860762754,134.566729581723,134.302811976917,133.378428083904,135.588932695911,135.234077179474,134.901954530512,135.490321073087,136.537322053248,134.935056051182,133.17161096583,134.176115085296,136.051082521663,135.237591548558,134.504865871416,135.150739036615,134.050923417827,135.548212306569,134.904974968425,135.426228276669,134.058279708991,136.217808361544,136.264049257359,134.497187636512,135.552388216332,132.713045409809,134.494997713536
"sub36",136.019330990454,134.90350165632,136.063473898471,134.557954316922,135.036060196832,134.836278521185,133.959652938578,137.375863260274,134.969300184215,134.636968417768,133.777752131461,135.631308692016,136.726727226569,135.323801211763,135.933700578348,135.93596299241,132.607271380806,133.766751748175,134.408888912867,135.23396427216,134.253407368767,134.226781235739,134.857746445974,134.74949077029,135.401375343415,134.481642803669,134.742391226825,132.934511055218,135.431745659396,135.101262807973,137.487593491245,137.485359514732,136.069499751328,137.787842558895,135.747680551652,137.088239644557,136.233381457092,138.971156029032,136.96939341868,137.418130707071,136.965369463971,138.362627131149,137.850982703353,138.041735289163,136.21625144322,136.526440060508,135.621907421417,136.532113068522,137.279765435416,139.097280519221,137.482742370467,137.041812169932,137.099339842399,139.520110302363,138.796940160715,138.73927831896,136.800512179206,137.703782170978,137.233050133072,139.804673352095,136.018247683368,134.877150484268,135.087220430075,131.995733563783,134.292070207194,135.62209823496,135.318851924312,136.593825633473,136.550342103471,136.170542066431,135.497276762718,134.91009090109,135.936192153551,135.62543471774,133.374104538706,135.114105400056,135.148050203224,132.90683063195,134.595735118351,134.701423466257,134.643586407825,133.658061266876,134.272525093582,133.849089203372,133.77175401115,134.181555503908,135.207627501782,135.806909449493,135.925352842777,133.883924972806
"sub37",135.432223140051,135.620072293584,134.345985961719,135.443004843408,134.248753296124,136.825927869291,134.714454007927,134.788663176309,135.638181626405,135.079933458425,133.596349723781,135.852679964997,133.940456093783,133.450427442727,134.558142092709,135.451953114181,135.959294873233,134.549517893702,135.044381877626,135.765596500617,135.113996596528,133.736084492026,136.075110424222,136.268534377602,133.930084271356,134.797048678748,136.049269824076,134.465671784591,135.370896136101,134.295268221846,135.102004562038,136.306114221153,137.975380690836,138.975017563542,139.042355064099,140.210089397475,137.946956397343,137.242459736502,139.292405488841,137.121680030824,137.626551403069,137.121041596811,137.504129866203,137.571350051368,136.707682652619,137.532892899693,138.024201858237,137.027789047513,138.062739724361,138.142238729277,137.242916659008,137.133563403901,137.051091352671,137.938818976255,136.47326880156,135.358849478622,138.926436398104,137.250209692327,137.610244955153,137.074087740861,135.725384174807,134.923140643592,135.088842713537,135.766993370769,133.718886247205,135.52835430458,133.013466254919,135.981938887096,134.882882236381,134.611928773831,136.187821502435,136.625592873961,135.51398686546,135.681720504292,137.722315411952,135.220971826678,136.767881005044,135.614077110806,136.097557108802,134.223520073887,135.12813095033,134.314743730012,136.520957461821,134.746245446249,133.957914604226,135.449716708517,137.185039023509,135.844238970827,132.935978337971,137.181648625583
"sub38",135.100719985181,135.153755842969,134.757085022938,134.331047873126,137.233255257374,135.052459597116,132.67058952765,133.448492800534,135.874393882544,135.537920149768,135.056005386357,136.43323469099,135.491656103008,134.844619059038,136.586798942734,134.500683425872,135.616580954689,134.69956527209,135.585076805882,134.317739317085,134.229417036467,134.730123252608,134.272737272704,137.842120837493,135.006356752319,133.510278447259,135.308951054882,135.571454595444,134.721083836432,137.254278523784,138.776439826331,136.423058886889,138.59246368353,135.400670417162,139.109639431439,135.844980375409,139.074275420451,136.536626591705,136.953467551592,138.240175983101,136.714157777662,136.98898731021,136.990215884879,136.35232116896,137.734373557961,137.338755593802,138.922631934984,137.670702238215,137.503136534663,136.184227276304,136.784500969592,138.810345355146,138.038141131892,137.578110130705,135.669501343472,138.898377235735,137.480194006781,137.323347989706,137.172430023843,136.541799326624,135.903347070501,135.253870699196,136.591911708126,134.75212216053,135.41384848508,134.1456832652,136.220428913837,137.273026506519,133.007227865967,136.621241362621,133.480632113524,134.8324095962,133.843747800479,135.059969847736,135.836315208397,134.309579346719,134.702203542727,134.575403948335,135.191646691989,133.996397049648,135.103093025443,135.195929873062,136.134380840177,133.599553213777,136.431094472898,133.711752935407,134.521784315964,137.149935243088,136.504313542787,133.486999545394
"sub39",132.504899406584,136.156070660306,134.748494633691,135.879738269843,133.346990092753,133.880732040879,135.559472153083,135.635726619321,135.367113329007,134.094772700533,135.582122319731,134.565780457886,136.581657991241,134.032221661705,135.192036624008,136.899126040224,133.917424343523,134.775447929713,135.175618208121,134.868122760011,136.039573582221,136.399271775656,134.84569968338,134.332308923142,133.316903788747,133.584763198607,133.200495817613,134.169786112237,134.776947667787,135.18650274816,138.011321330453,138.216104279281,136.150127209521,135.252036355639,136.338374320636,137.865006425252,135.857848347552,138.169080113364,136.895182352806,139.180402254213,137.774946555948,136.470855455239,137.351373042959,136.703270130761,136.723767333553,138.697966407225,136.439625664155,136.804604532649,138.47595005296,136.895102570184,137.21588040816,138.503269096313,139.433319270383,138.923468624863,137.104637141769,137.402030474778,136.644627000897,137.076674983764,136.782846390197,136.735609702537,133.65708167868,135.428247496212,134.037297877254,133.468432802999,134.498598218778,132.845388054736,134.491196228472,134.945944539579,135.02066574498,135.15242718399,135.882345654534,134.907060188908,133.764516394222,134.661225136173,135.529062201129,134.927176714285,134.215409669134,135.754977820856,137.049490149245,134.017802535791,134.941381684402,134.349123818944,135.476511121909,136.588266140101,133.85228921985,135.228967382421,133.58268327942,137.084477445353,135.135181623825,136.516521939064
"sub40",137.001464504195,134.660487900065,133.537594235414,136.468831037717,136.150943850113,133.390400328419,134.155773825531,135.562370921392,135.655633483116,134.270812532497,133.894887229962,134.572115206995,134.539725115677,135.728674661447,134.805712442718,134.355557358462,133.794004659957,135.114532951034,135.015057710332,135.541540725824,136.793625423216,135.484533576155,134.406788012596,135.434898032378,136.872699155492,135.849928552708,136.013375313856,132.118725492351,136.372044416043,134.39266128571,137.857053389262,137.15121682227,136.77624264231,136.050316632662,136.540428146732,137.285200933889,137.087556222356,136.803719601765,139.274794738916,137.525691092841,138.352905156162,137.381721394917,135.901727423487,137.150301608865,137.553783235537,137.921357747697,139.28095270999,138.368019730466,136.813850243431,137.48850115416,137.025458976253,138.084906123511,135.910431284968,139.289101201425,137.543827130308,137.848780941403,137.715376805133,135.826236717606,138.344103542298,134.089266402103,135.855930499574,132.753085395079,134.729545195672,135.023648566706,135.014966888426,135.375107048888,134.555405700202,134.14825695495,135.475051922733,136.369077812813,134.679501336185,134.607910497097,134.66798934473,134.986650442696,134.053403829152,133.826184197968,134.232734872652,134.887246349573,135.513606339139,133.966774096483,136.717074278625,134.269995803891,134.2501965681,136.154580484749,136.306889964509,135.820359455342,135.013848239749,134.703667592376,134.819023447806,135.011595211855
"sub41",135.166534033799,135.910129792757,135.964706235025,133.635829931668,135.728983671101,134.431399960949,135.937079729031,135.395723078336,135.360816741893,134.571325217543,134.35499431773,136.488466493216,135.567316625983,136.859272131014,134.066272007381,135.063261460815,134.684366663455,134.477384024866,134.684275215465,134.510262477449,135.299220936169,133.842392466839,135.479452309367,135.348426614475,134.450953058446,134.744231420913,134.415808452728,134.029575230986,136.01011668993,136.053254322058,138.452183376461,138.320431173034,137.902075700659,135.044626250529,140.700723426612,137.152167558769,138.403301395872,136.948338889504,138.641759351871,138.423917665863,137.10074006905,137.411451117447,134.192795460031,138.048501670759,138.098567978456,138.163975638362,136.297980336319,138.910095205661,138.591036909585,139.235424903014,137.261015418487,137.769057787346,137.763450841707,138.172285754416,136.702498263114,137.616434409057,139.429175315048,139.947500223506,137.809373314412,138.032270904314,135.180353989922,134.360722056954,133.966946427075,136.886050548806,134.466620101274,135.488211622466,135.145517708112,135.407072123953,135.298101280757,134.730003409177,134.775144415176,136.230713297568,134.101245112055,135.154860349325,136.510479335233,133.312314740567,136.761462065414,135.245375455332,133.87264180191,134.462096415921,133.866945470006,134.4560209605,134.73901656031,135.141579599082,136.138317367441,133.867680822268,134.953803147326,135.972134382943,135.339155738091,134.92160878602
"sub42",133.732053306434,134.162252673746,135.740655590471,136.570293863171,135.899974497412,134.620152008676,134.796128296644,135.817074056438,132.89337550369,137.419758290138,135.909314200361,135.122183931758,133.475782066963,135.56811131024,135.955540174588,132.446278531931,133.624628210457,132.901602412064,134.076840880548,135.585221416986,136.062278117487,135.531120428671,134.908348313698,135.727652364679,135.375015869166,135.952692793256,135.096777824432,132.125719513365,134.949251990031,133.149582836008,137.538962982251,136.591813880861,136.381447329674,136.942558521964,137.816143237839,137.612606081076,137.633141089549,138.069021894512,137.064231074136,137.802460912747,138.327033392113,137.264231451966,137.13459736275,139.19682057678,138.00704976071,136.828657503807,138.046592165552,136.660231797162,136.66052536215,137.291282380638,137.32859276987,137.687196181486,137.583016619604,137.21735245661,137.18018268073,137.777956438609,138.901847478816,138.574441009655,136.643143423307,136.495109831868,136.024446557198,134.982082953114,135.485624836203,133.615544816038,136.82142396324,136.064981765616,132.864069963445,135.229484325676,135.754156895862,133.700972742997,134.163541455432,135.363289306961,134.555052775386,137.116354842058,135.932062634004,136.13745085504,134.108702429865,135.616437345773,134.275411280137,135.291708605604,133.454761879477,135.411341237462,136.210668531644,133.843355803065,136.0570682835,135.690019372443,134.930588108596,133.607301554976,135.424072392051,134.856458445786
